EIN,OrgID,OverallRtg,Tax_Year,Charity Name,Category,Cause,Focus,Total_Assets,Total_Liabilities,Total_Net_Assets,Wkg_Capital,Total_Contributions,ProgSvcRev,Other_Revenue,Total_Revenue,Fundraising_Expenses,Administration_Expenses,Program_Expenses,Total_Expenses,
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,FALSE
